isogroup gene ontology,
TRINITY_DN7719_c0_g1,GO:0000793;GO:0005737;GO:0009330;GO:0005730;GO:0005654;GO:0005634;GO:0043234;GO:0005524;GO:0003682;GO:0003677;GO:0008301;GO:0003918;GO:0008094;GO:0008144;GO:0019899;GO:0042826;GO:0000287;GO:0044822;GO:0008022;GO:0046982;GO:0042803;GO:0005080;GO:0043130;GO:0030263;GO:0006974;GO:0007059;GO:0006266;GO:0006265;GO:0006268;GO:0040016;GO:0002244;GO:0044774;GO:0006312;GO:0043065;GO:0045870;GO:0045944;GO:0045070;GO:0016925;GO:0042752;GO:0000712;GO:0048511;GO:0000819
TRINITY_DN9268_c0_g1,GO:0005853;GO:0003746
TRINITY_DN28388_c0_g1,GO:0005737;GO:0071339;GO:0005654;GO:0016589;GO:0003677;GO:0016569
TRINITY_DN31646_c0_g1,GO:0005913;GO:0005737;GO:0016281;GO:0016020;GO:0005634;GO:0005844;GO:0005524;GO:0098641;GO:0008190;GO:0003729;GO:0044822;GO:0008135;GO:0003743;GO:0001662;GO:0034645;GO:0030324;GO:0007005;GO:0010507;GO:0010801;GO:0030307;GO:0008284;GO:0032270;GO:2000507;GO:1905537;GO:1900087;GO:1905618;GO:1905612;GO:0045666;GO:0033138;GO:1905696;GO:1905606;GO:0006446;GO:0045471;GO:0006412
TRINITY_DN34531_c0_g1,GO:0005634;GO:0003677;GO:0000166;GO:0003723;GO:0006397;GO:0006355;GO:0008380;GO:0006351
TRINITY_DN2610_c0_g1,GO:0046872;GO:0008175;GO:0030488
TRINITY_DN38178_c0_g1,GO:0005737;GO:0005654;GO:0005634;GO:0000166;GO:0044822;GO:0000978;GO:0001078;GO:0000122;GO:0006351
TRINITY_DN28736_c0_g1,GO:0030054;GO:0005913;GO:0005911;GO:0005737;GO:0005829;GO:0005654;GO:0005886;GO:0098641;GO:0008022;GO:0017016;GO:0034332;GO:0007155;GO:0007267;GO:0090557;GO:0043547;GO:0032880;GO:0007165
TRINITY_DN12643_c0_g1,GO:0005829;GO:0004029;GO:0018479;GO:0001758;GO:0055114;GO:0001523;GO:0042572
TRINITY_DN25964_c0_g2,GO:0005737;GO:0070062;GO:0030529;GO:0016020;GO:0005654;GO:0005634;GO:0035770;GO:0000166;GO:0044822;GO:0097157;GO:0003723;GO:0044212;GO:0010467;GO:0000398;GO:0000381;GO:0006396
TRINITY_DN39468_c0_g1,GO:0005730;GO:0042254
TRINITY_DN18779_c0_g1,GO:0005737;GO:0052906
TRINITY_DN349_c0_g1,GO:0005829;GO:0022625;GO:0003735;GO:0002181
TRINITY_DN34693_c0_g1,GO:0005813;GO:0005737;GO:0005829;GO:0005634;GO:0019005;GO:0004842;GO:0007049;GO:0042347;GO:0045892;GO:0042753;GO:0045862;GO:0045893;GO:0043161;GO:0006470;GO:0031648;GO:0000209;GO:0016567;GO:0042752;GO:0048511;GO:0031146;GO:0016055
TRINITY_DN34920_c0_g1,GO:0005737;GO:0016020;GO:0005759;GO:0042645;GO:0005739;GO:0005654;GO:0005634;GO:0043531;GO:0005524;GO:0004176;GO:0016887;GO:0070182;GO:0051880;GO:0070361;GO:0043565;GO:0004252;GO:0003697;GO:0003727;GO:0007568;GO:0034599;GO:0051131;GO:0006515;GO:0007005;GO:0070407;GO:0051260;GO:0006508;GO:0051603;GO:0010044;GO:0009725;GO:0001666
TRINITY_DN31248_c0_g1,GO:0005739;GO:0005654;GO:0005634;GO:0005840;GO:0005507;GO:0008168;GO:0009060;GO:0008535;GO:0006412
TRINITY_DN16223_c0_g1,GO:0003964;GO:0006313
TRINITY_DN31637_c0_g1,GO:0000139;GO:0030176;GO:0005262;GO:0070588;GO:0032469;GO:0006983
TRINITY_DN14738_c0_g1,GO:0005737;GO:0005856;GO:0005829;GO:0070062;GO:0016020;GO:0005654;GO:0001671;GO:0031072;GO:0070389;GO:0006457;GO:1900034
TRINITY_DN27038_c0_g1,GO:0005737;GO:0008190;GO:0030371;GO:0019933;GO:0008286;GO:0007613;GO:0050804;GO:0045947;GO:0048167;GO:0035176;GO:0031929;GO:0006412
TRINITY_DN30929_c0_g1,GO:0016324;GO:0016471;GO:0016820;GO:0015992
TRINITY_DN4233_c0_g1,
TRINITY_DN32677_c0_g1,GO:0022627;GO:0005794;GO:0005634;GO:0046872;GO:0003735;GO:0006412;GO:0006511
TRINITY_DN34360_c0_g1,GO:0071339;GO:0000790;GO:0005654;GO:0005634;GO:0045120;GO:0005667;GO:0005669;GO:0005524;GO:0003677;GO:0004402;GO:0016301;GO:0070577;GO:0002039;GO:0046982;GO:0004674;GO:0000979;GO:0001129;GO:0043565;GO:0017025;GO:0003713;GO:0008134;GO:0061631;GO:0007049;GO:0071318;GO:0006974;GO:0034644;GO:0016573;GO:0030901;GO:0010629;GO:1905524;GO:2000059;GO:1903026;GO:0018105;GO:0018107;GO:2000825;GO:0008284;GO:0032436;GO:0032092;GO:0045944;GO:0046777;GO:0006468;GO:0000209;GO:0050821;GO:0042787;GO:0010767;GO:0036369
TRINITY_DN16890_c0_g1,GO:0008270
TRINITY_DN31839_c0_g1,GO:0005813;GO:0097542;GO:0005929;GO:0031410;GO:0030992;GO:0031514;GO:0005634;GO:0048487;GO:0003682;GO:0060271;GO:0007368;GO:0007507;GO:0035735;GO:0003334;GO:0050680;GO:1905515;GO:0007219;GO:0033630;GO:0045944
TRINITY_DN15032_c0_g1,GO:0022627;GO:0003723;GO:0003735;GO:0000028;GO:0006412
TRINITY_DN4600_c0_g1,GO:0005832;GO:0005524;GO:0044183;GO:0051082;GO:0006458;GO:0061077;GO:0006457
TRINITY_DN12212_c0_g1,GO:0005783;GO:0005509;GO:0044325;GO:0051219;GO:0005080;GO:0003723;GO:0001701;GO:0001889;GO:0006491;GO:0010977;GO:0006807;GO:0051291;GO:0072001
TRINITY_DN38384_c0_g1,GO:0030426;GO:0043204;GO:0005509;GO:0007399
TRINITY_DN32874_c0_g1,GO:0016787;GO:0046872;GO:0008152
TRINITY_DN26022_c0_g1,GO:0005576
TRINITY_DN25944_c0_g1,GO:0022627;GO:0030529;GO:0032403;GO:0003723;GO:0003735;GO:0071353;GO:0001731;GO:0045471;GO:0000028
TRINITY_DN22536_c0_g1,GO:0016592;GO:0001105;GO:0003700;GO:0021954;GO:0043583;GO:0048702;GO:0035118;GO:0048703;GO:0007492;GO:0030900;GO:0021986;GO:0007507;GO:0050935;GO:0001822;GO:0030901;GO:0014032;GO:0030182;GO:0021982;GO:0045893;GO:0002761;GO:0021654;GO:0071733;GO:0021591
TRINITY_DN13795_c0_g1,GO:0004519;GO:0003964
TRINITY_DN1509_c0_g1,GO:0005840;GO:0003735;GO:0006412
TRINITY_DN33793_c0_g1,GO:0046872;GO:0003964;GO:0009036;GO:0006310;GO:0090305;GO:0032199;GO:0032197
TRINITY_DN39902_c0_g1,
TRINITY_DN7033_c0_g1,GO:0005930;GO:0005737;GO:0005730;GO:0005654;GO:0005634;GO:0001534;GO:0035082;GO:0003341
TRINITY_DN34866_c0_g1,GO:0005536;GO:0008466;GO:0046872;GO:0005978
TRINITY_DN30416_c0_g1,GO:0031428;GO:0015030;GO:0005737;GO:0016020;GO:0005730;GO:0005654;GO:0005634;GO:0070761;GO:0005732;GO:0032040;GO:0051117;GO:0044822;GO:0030515;GO:0001094;GO:0016049;GO:0016925;GO:0000154;GO:0006364;GO:0048254;GO:0006608
TRINITY_DN13788_c0_g1,GO:0005930;GO:0005737;GO:0031514;GO:0035082;GO:0003341;GO:0060294;GO:0044458
TRINITY_DN30170_c0_g1,GO:0005879;GO:0005930;GO:0005923;GO:0005911;GO:0005813;GO:0036064;GO:0035869;GO:0005929;GO:0005737;GO:0005829;GO:0032391;GO:0031870;GO:0043010;GO:0021549;GO:0090102;GO:0022038;GO:0007368;GO:0035115;GO:0035116;GO:0001736;GO:0007163;GO:0001701;GO:0001822;GO:0021670;GO:0001889;GO:0045744;GO:0021532;GO:1905515;GO:0043584;GO:0021772;GO:0060039;GO:0008589
TRINITY_DN23015_c0_g1,GO:0046540;GO:0003677;GO:0003723;GO:0008270;GO:0000398
TRINITY_DN6901_c0_g1,GO:0005737;GO:0070062;GO:0030529;GO:0016020;GO:0005654;GO:0005634;GO:0045120;GO:0035770;GO:0000166;GO:0044822;GO:0097157;GO:0044212;GO:0006397;GO:0000381
TRINITY_DN30448_c0_g1,GO:0009986;GO:0005829;GO:0016020;GO:0005886;GO:0005540;GO:0000086;GO:0030214
TRINITY_DN23381_c0_g1,GO:0016021;GO:0005743;GO:0004129
TRINITY_DN3481_c0_g1,GO:0005737;GO:0005634;GO:0017061;GO:0019509;GO:0006166
TRINITY_DN37225_c0_g1,GO:0005829;GO:0005845;GO:0044822;GO:0000339;GO:0008135;GO:0003743;GO:0031625;GO:0001701;GO:0017148
TRINITY_DN576_c0_g1,GO:0016607;GO:0005634;GO:0005524;GO:0016887;GO:0003677;GO:0004386;GO:0019901;GO:0003712;GO:0045944
TRINITY_DN33914_c0_g1,GO:0005829;GO:0070062;GO:0032593;GO:0043231;GO:0016020;GO:0048471;GO:0005886;GO:0055037;GO:0001671;GO:0051117;GO:0019003;GO:0005525;GO:0003924;GO:0035255;GO:0008565;GO:0019905;GO:0019882;GO:0032482;GO:0030100
TRINITY_DN36712_c0_g1,GO:0005737;GO:0000178;GO:0000176;GO:0005730;GO:0005634;GO:0003723;GO:0000460
TRINITY_DN32459_c0_g1,GO:0005730;GO:0005681;GO:0050681;GO:0005524;GO:0030331;GO:0003723;GO:0003724;GO:0003713;GO:0072332;GO:0006397;GO:0000122;GO:0043517;GO:0045944;GO:0000381;GO:0060765;GO:0045667;GO:2001014;GO:0048511;GO:0008380;GO:0006351
TRINITY_DN34886_c0_g1,GO:0009897;GO:0070062;GO:0016021;GO:0030246;GO:0046872;GO:0002925;GO:0051712;GO:0051000;GO:0051770
TRINITY_DN35442_c0_g1,GO:0005794;GO:0000139;GO:0016021;GO:0016020;GO:0005739;GO:0000062;GO:0034237;GO:0006694;GO:0006810
TRINITY_DN24691_c0_g1,GO:0022625;GO:0008201;GO:0003723;GO:0003735;GO:0046632;GO:0002181
TRINITY_DN34402_c0_g1,GO:0015030;GO:0005813;GO:0005737;GO:0043025;GO:0005634;GO:0003723;GO:0015643;GO:0015031;GO:0006408
TRINITY_DN33243_c0_g1,GO:0005840;GO:0003723;GO:0003735;GO:0006412
TRINITY_DN34852_c0_g1,GO:0035098;GO:0005730;GO:0005654;GO:0005634;GO:0032993;GO:0016586;GO:0001739;GO:0003682;GO:0031490;GO:0042054;GO:0046872;GO:0035064;GO:0003723;GO:0000979;GO:0043565;GO:0016571;GO:0016574;GO:0045596;GO:0000122;GO:0008284;GO:0006351
TRINITY_DN7438_c1_g1,GO:0005634;GO:0008270;GO:0016569;GO:0006355;GO:0006351
TRINITY_DN28780_c0_g1,GO:0070062;GO:0072669;GO:0046872;GO:0006388
TRINITY_DN13187_c0_g1,GO:0005829;GO:0070695;GO:0045022;GO:0007032;GO:0008333;GO:0007040;GO:0015031
TRINITY_DN12226_c0_g1,GO:0005737;GO:0005829;GO:0005634;GO:0004122;GO:0004124;GO:0020037;GO:0046872;GO:0042803;GO:0030170;GO:0098605;GO:0001974;GO:0060351;GO:0071456;GO:0021587;GO:0006535;GO:0019343;GO:0001958;GO:0043418;GO:0050667;GO:0070814;GO:0006563;GO:0060135;GO:0043066;GO:0050880;GO:0030823;GO:0043506;GO:0051593;GO:0031667;GO:0001887;GO:0006801;GO:0019346
TRINITY_DN39777_c0_g1,GO:0005829;GO:0005886;GO:0043234;GO:0008091;GO:0005509;GO:0032403;GO:0047485;GO:0030507;GO:0019905;GO:0031532;GO:0051693
TRINITY_DN27549_c0_g1,GO:0005782;GO:0005777;GO:0016830;GO:0048037;GO:0042802;GO:0000287;GO:0005102;GO:0030976;GO:0001561;GO:0051259
TRINITY_DN26515_c0_g1,GO:0005622;GO:0046872;GO:0005089;GO:0035556;GO:0045746;GO:0035023;GO:0040028
TRINITY_DN34169_c0_g1,GO:0005576;GO:0001872;GO:0004553;GO:0005975;GO:0045087
TRINITY_DN22708_c0_g1,GO:0005887;GO:0005328;GO:0005283
TRINITY_DN6808_c0_g1,GO:0005840;GO:0003735;GO:0006412
TRINITY_DN33044_c0_g1,GO:1990391;GO:0000790;GO:0000784;GO:0005654;GO:0005634;GO:0043234;GO:0005667;GO:0050681;GO:0003682;GO:0032451;GO:0019899;GO:0050660;GO:0032452;GO:0034648;GO:0032453;GO:0032454;GO:0030374;GO:0043426;GO:0016491;GO:0002039;GO:0001085;GO:0042162;GO:0061752;GO:0003700;GO:0008134;GO:0044212;GO:0000380;GO:0008283;GO:0071320;GO:0071480;GO:0034644;GO:0021987;GO:0030851;GO:0046098;GO:0034720;GO:0033169;GO:0001701;GO:0055001;GO:0043518;GO:0051572;GO:0051573;GO:1902166;GO:0050768;GO:0032091;GO:0043433;GO:0000122;GO:1903758;GO:0045892;GO:0042551;GO:1990138;GO:0021983;GO:0045793;GO:0035563;GO:0045648;GO:0033184;GO:0046886;GO:0045654;GO:2000179;GO:0010976;GO:0051091;GO:2000648;GO:0045944;GO:0006482;GO:1903827;GO:0010569;GO:0050767;GO:0010725;GO:0006357;GO:0060992;GO:0006351
TRINITY_DN5055_c0_g1,GO:0005829;GO:0070062;GO:0061627;GO:0008270;GO:0071267;GO:0046500;GO:0033477;GO:0000096
TRINITY_DN32335_c0_g1,GO:0005929;GO:0005737;GO:0005856;GO:0030030
TRINITY_DN3959_c0_g1,
TRINITY_DN20804_c0_g1,GO:0003964;GO:0006313
TRINITY_DN3682_c0_g1,GO:0005844;GO:0002181
TRINITY_DN34289_c0_g1,GO:0005634;GO:0006310;GO:0051321
TRINITY_DN36372_c0_g1,GO:0031252;GO:0005814;GO:0005813;GO:0005829;GO:0005869;GO:0030286;GO:0000776;GO:0016020;GO:0005874;GO:0035371;GO:0005635;GO:0043234;GO:0030904;GO:0005819;GO:0000922;GO:0008017;GO:0003774;GO:0015631;GO:0010457;GO:0031122;GO:0032402;GO:0034454;GO:1905515;GO:0051081;GO:0090316;GO:0090063;GO:0031116;GO:0042147;GO:0010970
TRINITY_DN22744_c0_g1,GO:0005581;GO:0005576;GO:0005537;GO:0032502;GO:0001755
TRINITY_DN25195_c0_g1,GO:0043292;GO:0005654;GO:0005634;GO:0003682;GO:0003677;GO:0042393;GO:0044822;GO:0006338;GO:0016569;GO:0045815;GO:2000779;GO:2001032;GO:0006357;GO:0007165;GO:0006366;GO:0019079
TRINITY_DN31071_c0_g1,GO:0071013;GO:0080008;GO:0005662;GO:0031965;GO:0016607;GO:0005730;GO:0071011;GO:0000974;GO:0000398;GO:1900087;GO:0034504
TRINITY_DN27294_c0_g1,GO:0031011;GO:0005874;GO:0005634;GO:0043014;GO:0005524;GO:0016887;GO:0003677;GO:0003678;GO:0051301;GO:0071479;GO:0034644;GO:0006338;GO:0006302;GO:0000724;GO:0000070;GO:0030307;GO:0010571;GO:0045944;GO:2000045;GO:0051225;GO:0006351;GO:0070914
TRINITY_DN33327_c0_g1,GO:0005737;GO:0005874;GO:0005525;GO:0005200;GO:0007017
TRINITY_DN13121_c0_g1,GO:0005783;GO:0016020;GO:0031090;GO:0005886;GO:0052885;GO:0052884;GO:1901612;GO:0046872;GO:0016702;GO:0031210;GO:0001786;GO:0004744;GO:0071257;GO:0050908;GO:0008286;GO:0007468;GO:0001895;GO:0060042;GO:0042574
TRINITY_DN11481_c0_g1,GO:0005768;GO:0070062;GO:0005615;GO:0005765;GO:0005764;GO:0045121;GO:0005886;GO:0061750;GO:0016798;GO:0008270;GO:0046513;GO:0043407;GO:0035307;GO:0006685;GO:0023021
TRINITY_DN37997_c0_g1,GO:0005737;GO:0030060;GO:0005975;GO:0006108;GO:0006734;GO:0006107;GO:0006099
TRINITY_DN23708_c0_g1,GO:0005737;GO:0031597;GO:0005875;GO:0031595;GO:0005634;GO:0005838;GO:0008540;GO:0005524;GO:0016887;GO:0036402;GO:0017025;GO:0006974;GO:0030433;GO:0045899;GO:0043161
TRINITY_DN6707_c0_g1,GO:0009535;GO:0016021;GO:0030076;GO:0009523;GO:0016168;GO:0009765;GO:0018298
TRINITY_DN35996_c0_g1,
TRINITY_DN35037_c0_g1,GO:0030014;GO:0005737;GO:0005634;GO:0000166;GO:0044822;GO:0004842;GO:0008270;GO:0051865;GO:0006355;GO:0006351
TRINITY_DN5174_c0_g1,GO:0005913;GO:0005737;GO:0005829;GO:0005886;GO:0098641;GO:0005525;GO:0003924;GO:0044822;GO:0008135;GO:0003743;GO:0090630;GO:0001731;GO:0006446;GO:0006413
TRINITY_DN948_c0_g1,GO:0097729;GO:0005930;GO:0036064;GO:0005929;GO:0005794;GO:0005874;GO:0015630;GO:0031514;GO:0036126;GO:0008017;GO:0017137;GO:0035082;GO:0007420;GO:0034613;GO:0060294;GO:0007368;GO:0003351;GO:0030317;GO:1904526
TRINITY_DN39252_c0_g1,GO:0005829;GO:0031902;GO:0009838;GO:0032466;GO:0015031;GO:0007034
TRINITY_DN25732_c0_g1,GO:0003964;GO:0006313
TRINITY_DN38053_c0_g1,GO:0005737;GO:0030529;GO:0005730;GO:0003723;GO:0043066;GO:0045597;GO:0006355;GO:0006417;GO:0006364;GO:0006351
TRINITY_DN39074_c0_g1,GO:0042470;GO:0005634;GO:0006334
TRINITY_DN11464_c0_g1,GO:0000940;GO:0005737;GO:0000123;GO:0016604;GO:0000790;GO:0005654;GO:0005634;GO:0016605;GO:0090575;GO:0005667;GO:0016407;GO:0003682;GO:0000987;GO:0003684;GO:0003677;GO:0004402;GO:0043426;GO:0002039;GO:0000977;GO:0001105;GO:0001085;GO:0001093;GO:0003713;GO:0008134;GO:0001228;GO:0001078;GO:0001191;GO:0008270;GO:0035729;GO:0034644;GO:0030718;GO:0016573;GO:0018076;GO:0000122;GO:0032793;GO:0010628;GO:0051091;GO:0045944;GO:0045893;GO:0006473;GO:0031648;GO:0006355;GO:0048511
TRINITY_DN13256_c0_g1,GO:0005829;GO:0070062;GO:0005096;GO:0043547;GO:0051056;GO:0007165
TRINITY_DN34969_c0_g1,GO:0005737;GO:0030529;GO:0005634;GO:0000166;GO:0003723
TRINITY_DN31297_c0_g1,GO:0005737;GO:0005856;GO:0005829;GO:0005768;GO:0016363;GO:0016607;GO:0005634;GO:0005886;GO:0012506;GO:0033613;GO:0005524;GO:0004143;GO:0019900;GO:0046872;GO:0043274;GO:0030297;GO:0019933;GO:0046339;GO:0007186;GO:0046486;GO:0046834;GO:0010629;GO:0010801;GO:0018105;GO:0006654;GO:0010628;GO:0070528;GO:0007205;GO:0090181;GO:2000064;GO:0008277;GO:0006111;GO:2000182;GO:1903432;GO:0006357;GO:0033198;GO:0051591;GO:0070493
TRINITY_DN33258_c0_g1,GO:0005829;GO:0070062;GO:0042470;GO:0004013;GO:0051287;GO:0006730;GO:0019510;GO:0033353
TRINITY_DN27907_c0_g1,GO:0071013;GO:0070937;GO:0005737;GO:0005783;GO:0097452;GO:0071204;GO:0030529;GO:0016020;GO:0005654;GO:0000166;GO:0008143;GO:0044822;GO:0071346;GO:0070934;GO:0006397;GO:0017148;GO:0001649;GO:0008380
TRINITY_DN11260_c0_g1,GO:0043231;GO:0042802;GO:0048029;GO:0004751;GO:0006014;GO:0009052
TRINITY_DN25956_c0_g1,GO:0022625;GO:0022626;GO:0005840;GO:0003723;GO:0019843;GO:0003735;GO:0051298;GO:0002181
TRINITY_DN36267_c0_g1,GO:0005783;GO:0005788;GO:0003756;GO:0045454;GO:0030968;GO:0006457
TRINITY_DN889_c0_g1,GO:0005912;GO:0005923;GO:0005737;GO:0016020;GO:0005524
TRINITY_DN26372_c0_g1,GO:0071013;GO:0070937;GO:0005783;GO:0097452;GO:0071204;GO:0030529;GO:0016020;GO:0005654;GO:0005634;GO:0000166;GO:0008143;GO:0044822;GO:0003723;GO:0071346;GO:0070934;GO:0000398;GO:0017148;GO:0001649;GO:0006396;GO:0008380;GO:0016032
TRINITY_DN39383_c0_g1,GO:0005789;GO:0030176;GO:0016021;GO:0043231;GO:0005506;GO:0016491;GO:0032896;GO:0004768;GO:0050873;GO:0034435;GO:0050830;GO:0006633;GO:0008610;GO:0042759;GO:1903966;GO:0044130;GO:0033561;GO:0070542;GO:1903699;GO:0006641;GO:0006636;GO:0050872
TRINITY_DN27184_c0_g1,GO:0005622;GO:0005886;GO:0005525;GO:0019901;GO:0031152;GO:0006935;GO:0043326;GO:0006897;GO:0000281;GO:0030838;GO:0030833;GO:0008360;GO:0019953;GO:0007264
TRINITY_DN16700_c0_g1,GO:0005686
TRINITY_DN11038_c0_g1,GO:0005829;GO:0043209;GO:0005634;GO:0043234;GO:0044822
TRINITY_DN30615_c0_g1,GO:0034451;GO:0043234;GO:0060271
TRINITY_DN38847_c0_g1,GO:0005634
TRINITY_DN31451_c0_g1,GO:0005671;GO:0005694;GO:0072686;GO:0070461;GO:0003682;GO:0003677;GO:0003713;GO:0003700;GO:0006338;GO:0016573;GO:0007067;GO:0035066;GO:0031063;GO:0001932;GO:0031647;GO:0006357;GO:0090043;GO:0006351
TRINITY_DN31599_c0_g1,GO:0000776;GO:0030893;GO:0005634;GO:0005524;GO:0003682;GO:0051301;GO:0006281;GO:0007126;GO:0007093;GO:0007064;GO:0009314;GO:0042770
TRINITY_DN31300_c0_g1,GO:0005743;GO:0070469;GO:0055114
TRINITY_DN13551_c0_g1,GO:0005814;GO:0005819;GO:0051301;GO:0090307;GO:0046599
TRINITY_DN4621_c0_g1,GO:0005576;GO:0005102;GO:0032880
TRINITY_DN20727_c0_g1,GO:0030016;GO:0032982;GO:0005524;GO:0003774
TRINITY_DN29546_c0_g1,GO:0017109;GO:0005634;GO:0048471;GO:0005524;GO:0004357;GO:0007409;GO:0006974;GO:0006750;GO:0006749;GO:0007476;GO:0046688
TRINITY_DN30142_c0_g1,GO:0035267;GO:0016607;GO:0005654;GO:0000812;GO:0005524;GO:0003682;GO:0003677;GO:0004386;GO:0043968;GO:0043967
TRINITY_DN8470_c0_g1,GO:0005747;GO:0051537;GO:0046872;GO:0008137;GO:0006120
TRINITY_DN32168_c0_g1,GO:0005829;GO:0005634;GO:0005524;GO:0004693;GO:0004674;GO:0008353;GO:0051301;GO:0007067
TRINITY_DN217_c0_g1,GO:0005814;GO:0005813;GO:0005874;GO:0005634;GO:0008017;GO:0046600;GO:0060041
TRINITY_DN27612_c0_g1,GO:0005737;GO:0005634;GO:0003677;GO:0006352;GO:0009790;GO:0006355;GO:0006366
TRINITY_DN24813_c1_g1,GO:0005852;GO:0005739;GO:0003743
TRINITY_DN31002_c0_g1,GO:0005737;GO:0006911
TRINITY_DN16538_c0_g1,GO:0005581;GO:0005576;GO:0005537
TRINITY_DN16485_c0_g1,GO:0005737;GO:0005524;GO:0004820;GO:0046983;GO:0015966;GO:0006426
TRINITY_DN793_c0_g1,GO:0005737;GO:0070062;GO:0043231;GO:0005654;GO:0005634;GO:0003690;GO:0042802;GO:0000166;GO:0044822;GO:0043565;GO:0060765;GO:0050684;GO:0006357;GO:0060008;GO:0006351
TRINITY_DN37014_c0_g1,GO:0005829;GO:0005576;GO:0005634;GO:0003755;GO:0006457;GO:0000413;GO:0045069
TRINITY_DN6722_c0_g1,GO:0015629;GO:0005737;GO:0016363;GO:0030042;GO:0007049;GO:0051301
TRINITY_DN36326_c0_g1,GO:0005930;GO:0005737;GO:0070286;GO:0003341;GO:0060285;GO:0071907;GO:0071910;GO:0035469;GO:0060287;GO:0030317;GO:0001947;GO:0036159;GO:0030324;GO:0044458;GO:0003356
TRINITY_DN25120_c0_g1,GO:0005737;GO:0005634;GO:0005681;GO:0046540;GO:0005682;GO:0051301;GO:0007067;GO:0000245
TRINITY_DN4270_c0_g1,GO:0005739;GO:0005730;GO:0005654;GO:0003677;GO:0004519;GO:0004527;GO:0046872;GO:0006281;GO:0006260
TRINITY_DN32811_c0_g1,GO:0043564;GO:0000790;GO:0000784;GO:0005634;GO:0005524;GO:0004003;GO:0003684;GO:0003690;GO:0042162;GO:0006974;GO:0071480;GO:0071481;GO:0032508;GO:0006310;GO:0006302;GO:0006303;GO:0030587;GO:0000723
TRINITY_DN13313_c0_g1,GO:0031514;GO:0008017;GO:0060285
TRINITY_DN6817_c0_g1,GO:0030686;GO:0005730;GO:0032040;GO:0044822;GO:0000462;GO:0006364
TRINITY_DN28611_c0_g1,GO:0016021;GO:0005743;GO:0045277;GO:0004129
TRINITY_DN22132_c0_g1,GO:0005737;GO:0008840;GO:0019877;GO:0009089
TRINITY_DN14454_c0_g1,GO:0005813;GO:0005737;GO:0016021;GO:0016020;GO:0005654;GO:0004842;GO:0008270;GO:0042787;GO:0016032
TRINITY_DN25451_c0_g1,GO:0022625;GO:0003729;GO:0043021;GO:0003735;GO:0071493;GO:0000463;GO:0006412
TRINITY_DN30113_c0_g1,GO:0005737;GO:0005634;GO:0005096;GO:0008536;GO:0000082;GO:0006606;GO:0006405;GO:0007051;GO:0006511
TRINITY_DN25785_c0_g1,GO:0005737;GO:0005874;GO:0005525;GO:0003924;GO:0005200;GO:0007017
TRINITY_DN28582_c0_g1,GO:0005929;GO:0005737;GO:0003341
TRINITY_DN29342_c0_g1,
TRINITY_DN33388_c0_g1,GO:0005739;GO:0043457
TRINITY_DN24416_c0_g1,GO:0005840;GO:0042254
TRINITY_DN33922_c0_g1,GO:0005739;GO:0005777;GO:0036132;GO:0047522;GO:0008270;GO:0045599
TRINITY_DN25549_c0_g1,GO:0005840;GO:0003735;GO:0006412
TRINITY_DN32126_c0_g1,GO:0031305;GO:0005739;GO:0005634;GO:0050833;GO:0061732;GO:1902361;GO:0035774
TRINITY_DN4625_c0_g1,GO:0030687;GO:0019843;GO:0007292;GO:0007444;GO:0002164;GO:0022008;GO:0048477;GO:0000027
TRINITY_DN924_c0_g1,GO:0005634;GO:0003677;GO:0003723;GO:0006355;GO:0006351
TRINITY_DN16891_c0_g1,GO:0005913;GO:0005813;GO:0005737;GO:0005635;GO:0005634;GO:0098641;GO:0005092;GO:0005096;GO:0008536;GO:0000082;GO:0046604;GO:0006606;GO:0006405;GO:0007165;GO:0007051;GO:0006511;GO:0016032
TRINITY_DN37256_c0_g1,GO:0005737;GO:0005868;GO:0030286;GO:0005874;GO:0045505;GO:0003774;GO:0007018;GO:0006810
TRINITY_DN26008_c0_g1,GO:0003964
TRINITY_DN11220_c0_g1,GO:0005737;GO:0005615;GO:0016021;GO:0005815;GO:0042383;GO:0006936
TRINITY_DN33325_c0_g1,GO:0005739;GO:0004450;GO:0000287;GO:0051287;GO:0006097;GO:0006102;GO:0006099
TRINITY_DN25520_c0_g1,GO:0012505;GO:0016021;GO:0008250;GO:0004579;GO:0006915;GO:0006487
TRINITY_DN5229_c0_g1,GO:0004020;GO:0005524;GO:0016779;GO:0004781;GO:0000103
TRINITY_DN34299_c0_g1,GO:0071013;GO:0005654;GO:0005686;GO:0071004;GO:0005684;GO:0044822;GO:0003723;GO:0000389;GO:0000398;GO:0000381
TRINITY_DN21340_c0_g1,GO:0005737;GO:0005815;GO:0004017;GO:0005524;GO:0004550;GO:0046034;GO:0006165;GO:0009142
TRINITY_DN27302_c0_g1,GO:0005737;GO:0005829;GO:0005634;GO:0010039;GO:0006979
TRINITY_DN22872_c0_g1,GO:0003676;GO:0008270
TRINITY_DN7160_c0_g1,GO:0005622;GO:0005525;GO:0007264
TRINITY_DN333_c0_g1,GO:0005737;GO:0005654;GO:0005634;GO:0005524;GO:0046872;GO:0004672;GO:0004674;GO:0004712;GO:0004713;GO:0004871;GO:0030036;GO:0048041;GO:0035556;GO:0006468;GO:0007283
